,TA,RH,P,WS,NETRAD,PPFD_IN,LE,H,USTAR,NEE,GPP,RECO,SWC_0to30cm_1
1/5/21 20:30,4.04,62.44,0,4.19,-15.73,0,1.962,-21.493,0.211,0.41,0,0.41,0.147
1/5/21 21:00,3.48,65.94,0,2,-8.13,0,3.924,-6.006,0.074,0.518,0,0.518,0.147
1/5/21 21:30,2.91,69.94,0,2.76,-14.73,0,-1.11,-15.958,0.142,0.714,0,0.714,0.147
1/5/21 22:00,2.79,69.75,0,2.74,-26.9,0,-1.357,-18.703,0.202,0.517,0,0.517,0.148
1/5/21 22:30,2.61,69.89,0,3.72,-53.43,0,6.339,-26.103,0.211,0.372,0,0.372,0.148
1/5/21 23:00,2.52,68.89,0,5.99,-72.17,0,-9.41,-67.363,0.33,0.227,0,0.227,0.148
1/5/21 23:30,2.14,69.8,0,5.09,-67.23,0,-5.004,-51.314,0.16,0.082,0,0.082,0.148
1/6/21 0:00,3.06,63.01,0,5.58,-74.17,0,-1.433,,0.157,0.732,0,0.732,0.147
1/6/21 0:30,4.05,56.6,0,4.36,-78,0,9.516,-45.131,0.703,1.057,0,1.057,0.147
1/6/21 1:00,3.29,59.14,0,5.04,-67.53,0,4.152,-14.822,0.25,1.292,0,1.292,0.147
1/6/21 1:30,3.5,56.89,0,3.47,-59.33,0,-1.908,-18.863,0.278,1.527,0,1.527,0.147
1/6/21 2:00,3.99,53.68,0,3.95,-53.33,0,0.101,-55.955,0.253,0.997,0,0.997,0.147
1/6/21 2:30,4.92,49.91,0,6.67,-20.3,0,-17.054,,0.434,0.468,0,0.468,0.146
1/6/21 3:00,8.89,32.65,0,10.55,-31.9,0,-63.842,-132.08,0.877,1.86,0,1.86,0.145
1/6/21 3:30,8.52,35.78,0,9.64,-45.07,0,40.404,-94.38,0.617,3.252,0,3.252,0.145
1/6/21 4:00,8.46,37.69,0,8.3,-26.5,0,-66.485,-97.279,0.81,2.849,0,2.849,0.145
1/6/21 4:30,6.46,55.04,0,7.19,-19.47,0,-7.201,-43.723,0.437,2.446,0,2.446,0.145
1/6/21 5:00,5.61,60.3,0,4.71,-26,0,0.136,,0.247,0.496,0,0.496,0.145
1/6/21 5:30,6.19,53.04,0,4.97,-29.97,0,44.481,-70.551,0.493,2.151,0,2.151,0.145
1/6/21 6:00,8.09,40.2,0,9.17,-29.17,0,23.576,-109.847,0.743,0.68,0,0.68,0.145
1/6/21 6:30,6.27,54.53,0,6.83,-27.83,0,-1.955,-24.466,0.381,1.805,0,1.805,0.145
1/6/21 7:00,5.92,56.13,0,4.14,-27.7,0,-2.705,-15.314,0.284,0.849,0,0.849,0.145
1/6/21 7:30,5.56,58.4,0,3.01,-24.5,2.06,0.845,-19.198,0.094,-0.108,-1.263,1.155,0.145
1/6/21 8:00,5.36,58.61,0,3.41,-24.33,34.65,1.676,-16.054,0.193,0.508,-0.953,1.461,0.145
1/6/21 8:30,5.28,58.14,0,3,-27.64,53.11,3.823,-35.96,0.192,0.41,-1.037,1.447,0.145
1/6/21 9:00,5.48,55.83,0,3.25,-3.7,110.06,5.119,-17.57,0.116,0.983,-0.5,1.483,0.145
1/6/21 9:30,5.79,55.7,0,2.46,38.16,184.47,-8.787,-10.491,0.182,0.796,-0.746,1.542,0.144
1/6/21 10:00,5.72,59.12,0,1.87,51.35,163.2,0.635,1.018,0.165,0.256,-1.272,1.529,0.144
1/6/21 10:30,5.95,60.66,0,1.91,81.76,271.33,3.683,11.928,0.161,-0.473,-2.044,1.572,0.143
1/6/21 11:00,6.23,60.35,0,1.61,100.07,281.37,1.7,18.306,0.154,-1.142,-2.768,1.627,0.143
1/6/21 11:30,6.65,58.14,0,1.9,99.85,294.4,1.296,8.748,0.171,-0.773,-2.484,1.71,0.143
1/6/21 12:00,6.88,58.75,0,2.16,59.06,189.1,-0.574,0.999,0.122,-0.283,-2.041,1.758,0.143
1/6/21 12:30,6.93,59.88,0,1.45,61.76,186.4,4.278,8.713,0.154,-0.011,-1.78,1.769,0.143
1/6/21 13:00,7.04,59.86,0,1.91,54.48,170.27,-0.691,-0.214,0.17,-0.625,-2.418,1.793,0.143
1/6/21 13:30,6.72,62.54,0,3.2,32.71,115.4,3.036,1.814,0.168,-0.132,-1.858,1.726,0.143
1/6/21 14:00,6.04,68.1,0,2.21,28.87,89.95,2.662,-9.983,0.197,1.2,-0.389,1.589,0.143
1/6/21 14:30,5.41,73.99,0,2.34,41.45,106.17,0.319,-10.202,0.237,0.15,-1.321,1.471,0.143
1/6/21 15:00,5.09,78.88,0.146,2.57,42.43,106.03,0.023,13.497,0.213,0.85,-0.562,1.412,0.143
1/6/21 15:30,4.45,86.9,0,1.27,57.55,116.17,0.837,0.29,0.137,0.285,-1.017,1.301,0.143
1/6/21 16:00,4.16,88.93,0,0.55,31.96,40.25,0.253,-2.789,0.166,0.316,-0.936,1.253,0.144
1/6/21 16:30,3.78,89.63,0,1.44,6.37,8.6,0.668,9.368,0.23,0.579,0,0.579,0.144
1/6/21 17:00,3.31,90.17,0.292,2.2,4.83,0,-1.487,-1.2,0.17,0.307,0,0.307,0.144
1/6/21 17:30,3.08,91.97,1.314,2.11,4.93,0,24.739,70.521,0.452,2.34,0,2.34,0.145
1/6/21 18:00,2.85,93.17,0.876,0.31,5.23,0,-0.833,-7.423,0.297,1.168,0,1.168,0.146
1/6/21 18:30,2.73,93.8,0.292,0.19,7.03,0,-0.146,,,1.161,0,1.161,0.147
1/6/21 19:00,2.62,94.3,0.146,0.68,6.83,0,-0.373,,,1.155,0,1.155,0.147
1/6/21 19:30,2.39,94.67,0.146,2.17,6.7,0,-1.561,,,1.148,0,1.148,0.148
1/6/21 20:00,2.34,94.63,0,1.69,8.03,0,-1.812,,,1.134,0,1.134,0.148
1/6/21 20:30,1.9,94.37,0,1.1,10,0,0.252,,,1.118,0,1.118,0.148
1/6/21 21:00,1.92,93.93,0,2.17,9.3,0,-0.288,,,1.101,0,1.101,0.148
1/6/21 21:30,2.74,86.5,0,2.42,7.53,0,1.164,,,1.087,0,1.087,0.148
1/6/21 22:00,3.27,83.23,0,3.69,7.2,0,-0.117,,,1.073,0,1.073,0.148
1/6/21 22:30,3.45,81.13,0,5.36,6.13,0,0.289,,,1.062,0,1.062,0.148
1/6/21 23:00,3.61,79.04,0,4.74,3.53,0,0.172,,,1.054,0,1.054,0.148
1/6/21 23:30,3.65,78.02,0,4.79,2.53,0,-2.001,-66.027,0.257,1.049,0,1.049,0.148
1/7/21 0:00,3.58,77.28,0,4.68,1.53,0,-0.979,-81.669,0.336,0.561,0,0.561,0.148
1/7/21 0:30,3.41,76.85,0,3.5,0.37,0,0.817,-58.191,0.314,0.237,0,0.237,0.149
1/7/21 1:00,3.33,77.43,0,5.73,-6,0,8.229,-60.19,0.47,0.18,0,0.18,0.149
1/7/21 1:30,3.97,71.33,0,5.42,-32.77,0,-4.921,-54.196,0.283,1.046,0,1.046,0.149
1/7/21 2:00,4.29,67.9,0,6.32,-69.13,0,14.395,-116.088,0.603,0.47,0,0.47,0.148
1/7/21 2:30,4.34,67.36,0,8.04,-85.03,0,-16.152,-74.379,0.629,0.598,0,0.598,0.148
1/7/21 3:00,3.88,68.81,0,3.94,-83.83,0,2.689,-75.553,0.425,0.886,0,0.886,0.148
1/7/21 3:30,3.51,72.07,0,5.44,-86.17,0,8.177,-20.161,0.097,0.379,0,0.379,0.148
1/7/21 4:00,2.57,76.53,0,2.8,-83.2,0,-11.961,-47.075,0.176,0.919,0,0.919,0.149
1/7/21 4:30,0.9,83.47,0,1.34,-80.1,0,2.609,2.851,0.106,1.153,0,1.153,0.149
1/7/21 5:00,-0.15,87.63,0,0.62,-62.7,0,0.673,-0.827,0.048,2.03,0,2.03,0.149
1/7/21 5:30,-1.51,93.97,0,0.99,-76.6,0,-1.906,-2.554,0.066,2.322,0,2.322,0.149
1/7/21 6:00,-2.02,95.3,0,0.28,-77.07,0,-0.168,-0.086,0.06,1.02,0,1.02,0.15
1/7/21 6:30,-2.4,95.57,0,,-76.47,0,-0.113,-0.225,0.078,0.219,0,0.219,0.15
1/7/21 7:00,-2.57,95.67,0,,-75.37,0,0.229,1.368,0.036,0.049,0,0.049,0.15
1/7/21 7:30,-2.79,95.43,0,,-75.07,7.65,0.109,2.653,0.106,-1.001,-1.251,0.25,0.15
1/7/21 8:00,-2.57,93.97,0,2.26,-56.51,69.7,-0.113,-3.71,0.051,-1.444,-1.895,0.451,0.15
1/7/21 8:30,-1.93,89.73,0,1.54,1.51,181.67,-1.363,-1.08,0.059,-0.243,-0.747,0.503,0.15
1/7/21 9:00,-1.53,91.13,0,,33.43,214.67,-0.187,-0.771,0.015,-0.037,-0.601,0.564,0.149
1/7/21 9:30,-0.62,91.13,0,0.12,59.22,254.13,3.782,5.635,0.084,0.17,-0.456,0.625,0.148
1/7/21 10:00,0.62,89.5,0,,83.65,316.57,1.567,4.83,0.042,-1.806,-2.565,0.759,0.148
1/7/21 10:30,1.53,85.77,0,,117.21,384.6,8.248,26.114,0.096,-3.003,-3.873,0.87,0.147
1/7/21 11:00,2.04,82.97,0,0.69,148.31,446,0.81,25.954,0.184,-1.921,-2.857,0.936,0.147
1/7/21 11:30,2.52,80.19,0,2.65,135.89,422.87,1.314,20.104,0.168,-0.84,-1.842,1.002,0.146
1/7/21 12:00,2.65,78.97,0,3.14,103.58,345.9,-6.077,13.69,0.175,-2.746,-3.766,1.02,0.146
1/7/21 12:30,2.68,78.63,0,2.08,47.94,216.77,-0.07,1.159,0.126,-1.738,-2.763,1.025,0.146
1/7/21 13:00,3.02,75.21,0,1.03,111.05,363.73,-72.056,29.38,0.201,-2.254,-3.329,1.075,0.146
1/7/21 13:30,4.09,70.01,0,1.86,246.69,724.63,14.764,87.14,0.162,-0.748,-1.989,1.241,0.145
1/7/21 14:00,4.38,67.72,0,1.59,120.81,474.87,-2.37,34.05,0.261,-2.102,-3.391,1.289,0.145
1/7/21 14:30,4.74,64.68,0,4.07,126.85,498.37,-12.723,70.844,0.22,0.043,-1.307,1.35,0.145
1/7/21 15:00,5.04,61.09,0,2.31,68.11,378.57,4.729,25.678,0.175,0.824,-0.579,1.403,0.146
1/7/21 15:30,4.64,60.83,0,0.78,-24.4,171.07,-24.447,-5.89,0.136,-0.444,-1.777,1.333,0.146
1/7/21 16:00,3.51,69.09,0,1.62,-62.57,65.83,-3.092,-6.995,0.07,0.486,-0.889,1.375,0.147
1/7/21 16:30,1.48,81.69,0,2.32,-72.32,20.85,-0.027,-1.908,0.049,1.416,0,1.416,0.148
1/7/21 17:00,-0.14,88.93,0,1.28,-72.73,0,0.593,-3.011,0.046,1.484,0,1.484,0.148
1/7/21 17:30,-0.91,91.6,0,0.44,-56.33,0,0.116,-1.373,0.047,1.054,0,1.054,0.149
1/7/21 18:00,-1.32,93.37,0,0.64,-59.6,0,-0.782,-3.168,0.059,1.97,0,1.97,0.149
1/7/21 18:30,-1.94,94.1,0,0.77,-74.2,0,-1.1,-2.341,0.049,1.382,0,1.382,0.149
1/7/21 19:00,-2.42,95.23,0,0.36,-74.93,0,0.249,-1.048,0.035,0.753,0,0.753,0.149
1/7/21 19:30,-2.67,95.67,0,,-75.67,0,-0.248,-2.039,0.054,0.534,0,0.534,0.149
1/7/21 20:00,-2.85,95.83,0,0.86,-48.67,0,-0.205,-1.14,0.097,0.314,0,0.314,0.149
1/7/21 20:30,-2.59,95.87,0,,-41.33,0,0.141,0.161,0.048,0.095,0,0.095,0.149
1/7/21 21:00,-2.45,95.53,0,0.88,-51.7,0,-0.312,-2.669,0.06,1.298,0,1.298,0.148
1/7/21 21:30,-2.65,95.4,0,0.33,-16.57,0,0.699,-0.512,0.048,0.241,0,0.241,0.148
1/7/21 22:00,-2.43,95.37,0,,-14.33,0,-0.515,-0.117,0.052,0.665,0,0.665,0.148
1/7/21 22:30,-2.15,95.23,0,,-24.17,0,-0.092,0.818,0.079,1.089,0,1.089,0.148
1/7/21 23:00,-1.99,95.13,0,0.76,-24.03,0,0.098,0.387,0.038,0.297,0,0.297,0.148
1/7/21 23:30,-1.92,95.13,0,1.7,-28.17,0,0.192,-2.22,0.051,0.033,0,0.033,0.148
1/8/21 0:00,-1.74,95.3,0,0.26,-27.6,0,0.078,4.068,0.078,0.518,0,0.518,0.148
1/8/21 0:30,-1.89,94.73,0,0.22,-27.1,0,-0.404,-1.726,0.079,0.349,0,0.349,0.148
1/8/21 1:00,-1.86,94.97,0,0.45,-20.57,0,0.581,-0.956,0.062,0.181,0,0.181,0.148
1/8/21 1:30,-1.63,94.8,0,0.23,-16.7,0,0.242,-3.281,0.116,0.012,0,0.012,0.148
1/8/21 2:00,-1.52,93.27,0,0.46,-17.6,0,-0.254,-0.685,0.086,0.606,0,0.606,0.148
1/8/21 2:30,-1.54,93.83,0,0.96,-7.33,0,-1.476,0.943,0.141,0.456,0,0.456,0.147
1/8/21 3:00,-1.34,93.8,0,0.03,-9.27,0,-0.574,,,0.299,0,0.299,0.147
1/8/21 3:30,-1.34,93.87,0,,0.27,0,0.327,-0.029,0.053,0.241,0,0.241,0.147
1/8/21 4:00,-1.16,94.63,0,,2.73,0,0.309,-0.454,0.115,0.183,0,0.183,0.147
1/8/21 4:30,-1.09,95.17,0,,2,0,0.077,0.367,0.081,0.876,0,0.876,0.147
1/8/21 5:00,-0.93,95.63,0,0,0.27,0,0.046,,,0.876,0,0.876,0.147
1/8/21 5:30,-0.76,95.8,0,0.06,-0.7,0,0.014,-1.151,0.049,0.875,0,0.875,0.147
1/8/21 6:00,-0.57,95.9,0,1.48,2.77,0,-0.016,,,0.873,0,0.873,0.147
1/8/21 6:30,-0.48,95.9,0,0.23,3.33,0,-0.046,27.273,0.31,0.873,0,0.873,0.147
1/8/21 7:00,-0.52,96,0,0.13,6.1,0,-2.717,-7.092,0.294,0.872,0,0.872,0.147
1/8/21 7:30,-0.57,96.07,0,0.68,5.13,0,-2.576,37.244,0.33,0.871,0,0.871,0.146
1/8/21 8:00,0.13,95.6,0,3.6,7.66,7.62,2.38,,,0.296,-0.408,0.704,0.146
1/8/21 8:30,1.3,87.33,0,1.95,30.52,29.13,12.292,,,-0.007,-0.848,0.841,0.146
1/8/21 9:00,1.97,80.19,0,4.69,48.19,71.59,12.292,,,-0.297,-1.224,0.927,0.146
1/8/21 9:30,2.06,78.55,0.438,6.79,69.64,199.43,17.247,,,-0.647,-1.586,0.939,0.146
1/8/21 10:00,2.32,76.64,1.752,7.11,92.17,279.53,22.203,-217.955,0.626,-0.966,-1.94,0.974,0.146
1/8/21 10:30,2.78,75.93,1.314,6.76,179.93,477.27,14.765,-166.735,0.152,-1.903,-2.942,1.04,0.146
1/8/21 11:00,3.75,72.63,0.73,7.88,266.2,713.47,7.326,,,-2.756,-3.941,1.186,0.146
1/8/21 11:30,3.63,71.87,0,7.57,115.15,498.73,-0.112,,,-1.969,-3.137,1.168,0.146
1/8/21 12:00,3.54,71.18,0,6.38,54.19,352.33,-7.551,-46.482,0.625,-1.318,-2.471,1.153,0.146
1/8/21 12:30,3.87,69.21,0,7.53,130.65,521.83,-14.506,,,-2.04,-3.246,1.205,0.146
1/8/21 13:00,4.26,66.63,0,7.37,192.9,654.17,-21.461,59.278,0.663,-2.063,-3.332,1.269,0.146
1/8/21 13:30,4.53,65.11,0,5.42,209.08,655.47,-14.18,90.518,0.347,-2.548,-3.806,1.258,0.147
1/8/21 14:00,4.13,70.22,0,4.36,194.68,664.17,-3.689,68.768,0.391,-3.032,-4.28,1.247,0.146
1/8/21 14:30,4.21,67.91,0,4.53,129.92,455.7,6.854,42.311,0.637,-0.519,-1.779,1.26,0.147
1/8/21 15:00,4.58,62.35,0,6.37,129.41,473.87,4.75,33.35,0.571,0.577,-0.746,1.323,0.148
1/8/21 15:30,4.02,65.59,0,6.46,6.4,216.57,-16.79,-23.635,0.471,0.492,-0.732,1.224,0.148
1/8/21 16:00,3.36,69.19,0,6.55,-50.61,97.7,50.468,-47.909,0.699,0.407,-0.718,1.125,0.149
1/8/21 16:30,2.78,71.3,0,5.96,-83.31,25.39,-1.134,-23.636,0.279,0.916,0,0.916,0.149
1/8/21 17:00,1.9,76.06,0,2.9,-80.33,0,-0.211,-8.732,0.07,0.47,0,0.47,0.15
1/8/21 17:30,0.95,79.89,0,1.78,-76.7,0,-4.086,-43.62,0.178,0.577,0,0.577,0.151
1/8/21 18:00,1.04,77.82,0,4.45,-79.93,0,-7.231,-52.262,0.334,0.684,0,0.684,0.151
1/8/21 18:30,0.86,77.23,0,4.44,-82.8,0,0.807,-48.585,0.31,0.791,0,0.791,0.151
1/8/21 19:00,0.53,77.93,0,2.48,-82.57,0,-0.995,-31.437,0.166,0.241,0,0.241,0.151
1/8/21 19:30,-0.12,81.37,0,2.48,-79.8,0,-2.873,-38.338,0.2,0.347,0,0.347,0.152
1/8/21 20:00,-1.16,83.97,0,1.28,-78.33,0,-3.42,-17.971,0.043,0.453,0,0.453,0.152
1/8/21 20:30,-3.13,90.97,0,0.51,-76.07,0,0.363,0.001,0.075,0.972,0,0.972,0.152
1/8/21 21:00,-3.84,93.37,0,0.25,-73.93,0,-0.264,2.557,0.044,1.491,0,1.491,0.153
1/8/21 21:30,-3.84,92.63,0,0.34,-71.87,0,1.63,-4.318,0.045,0.515,0,0.515,0.153
1/8/21 22:00,-4.44,93.53,0,0.81,-69.1,0,0.28,-0.159,0.035,1.193,0,1.193,0.153
1/8/21 22:30,-4.9,93.37,0,,-67.5,0,0.669,1.16,0.044,0.831,0,0.831,0.153
1/8/21 23:00,-5.24,93.93,0,,-67.17,0,0.245,-0.888,0.033,0.469,0,0.469,0.153
1/8/21 23:30,-5.82,92.6,0,0.15,-66.4,0,-0.696,-1.561,0.038,0.754,0,0.754,0.153
1/9/21 0:00,-6.23,92.87,0,0.14,-65.97,0,-0.154,-2.762,0.034,0.604,0,0.604,0.154
1/9/21 0:30,-6.63,92.3,0,1.14,-64.13,0,-0.993,1.352,0.052,0.454,0,0.454,0.153
1/9/21 1:00,-7.03,91.3,0,0.22,-63.27,0,-0.092,-2.463,0.058,0.304,0,0.304,0.153
1/9/21 1:30,-7.3,90.77,0,0.2,-63.23,0,-0.008,-2.132,0.07,0.931,0,0.931,0.153
1/9/21 2:00,-7.57,91.77,0,0.02,-62.53,0,-0.311,0.916,0.022,0.677,0,0.677,0.153
1/9/21 2:30,-7.71,91.07,0,1.05,-61.57,0,0.166,-3.275,0.066,0.424,0,0.424,0.153
1/9/21 3:00,-8.12,90.7,0,0.16,-60.67,0,-0.211,1.158,0.054,0.171,0,0.171,0.153
1/9/21 3:30,-8.21,91.23,0,0.62,-59.77,0,-0.013,-0.245,0.059,0.118,0,0.118,0.153
1/9/21 4:00,-8.63,91.03,0,0.41,-59.6,0,0.139,-3.207,0.059,0.064,0,0.064,0.153
1/9/21 4:30,-8.45,91.47,0,0.86,-59.3,0,0.165,,,0.011,0,0.011,0.153
1/9/21 5:00,-8.68,91.17,0,1.18,-57.2,0,0.192,0.159,0.048,0.2,0,0.2,0.153
1/9/21 5:30,-8.94,90.87,0,0.58,-57.07,0,0.402,2.28,0.065,0.39,0,0.39,0.152
1/9/21 6:00,-8.85,91.07,0,1.25,-58.07,0,-1.679,10.879,0.149,0.973,0,0.973,0.152
1/9/21 6:30,-9.09,90.33,0,1.84,-58.17,0,0.21,3.474,0.066,0.357,0,0.357,0.152
1/9/21 7:00,-9.46,90,0,0.37,-57.17,0,0.008,0.175,0.048,0.364,0,0.364,0.153
1/9/21 7:30,-9.37,90.6,0,1.37,-54.8,7.85,0.028,2.193,0.04,-1.67,-1.916,0.246,0.152
1/9/21 8:00,-8.69,88.73,0,,-24.88,69.81,-1.209,-5.877,0.05,-0.898,-1.027,0.129,0.151
1/9/21 8:30,-7.73,86.87,0,0.66,-9.9,117.07,-1.132,-5.13,0.053,-1.477,-1.638,0.161,0.15
1/9/21 9:00,-6.62,87.97,0,0.51,26.56,240.3,-9.944,-14.191,0.077,-2.249,-2.455,0.206,0.149
1/9/21 9:30,-3.29,82.53,0,0.59,109.39,445.57,-2.511,-1.284,0.125,-2.928,-3.324,0.396,0.147
1/9/21 10:00,-1.77,77.51,0,1.54,152.93,547.03,12.835,64.926,0.297,-0.385,-0.903,0.518,0.146
1/9/21 10:30,-2.27,79.14,0,2.05,158.96,572.13,9.42,126.998,0.232,-0.754,-1.297,0.543,0.146
1/9/21 11:00,-1.21,76.52,0,2.62,209.76,709.97,-4.491,70.642,0.063,-1.123,-1.691,0.568,0.145
1/9/21 11:30,0.34,70.9,0,1.72,222.61,749.13,-5.937,85.134,0.157,-1.852,-2.579,0.727,0.146
1/9/21 12:00,1.7,64.99,0,1.63,236.3,777.93,-15.66,156.97,0.157,-1.656,-2.546,0.891,0.144
1/9/21 12:30,2.12,62.67,0,1.98,238.63,779.83,13.477,77.293,0.323,-0.178,-1.125,0.947,0.144
1/9/21 13:00,2.91,59.5,0,2.24,209.03,708.73,-4.35,97.218,0.209,-0.762,-1.82,1.058,0.145
1/9/21 13:30,2.98,59.16,0,2.24,178.34,631.87,5.591,60.934,0.214,-0.511,-1.579,1.068,0.144
1/9/21 14:00,3.45,58.06,0,3.7,131.01,522.53,-4.589,62.255,0.256,0.163,-0.961,1.124,0.144
1/9/21 14:30,3.71,57.52,0,2.7,118.69,475.17,-0.585,50.767,0.238,0.838,-0.342,1.18,0.144
1/9/21 15:00,4.38,55.5,0,2.27,69.55,372.87,0.909,39.649,0.228,1.119,-0.17,1.289,0.145
1/9/21 15:30,4.29,56.11,0,2.34,15.31,236.03,11.373,6.736,0.098,0.488,-0.787,1.274,0.145
1/9/21 16:00,3.58,59.64,0,2.45,-38.48,95.58,-1.894,-15.052,0.192,0.996,-0.164,1.16,0.146
1/9/21 16:30,2.04,67.78,0,2.03,-64.25,22.67,-1.704,-13.638,0.096,1.674,0,1.674,0.146
1/9/21 17:00,0.84,73.52,0,1.61,-61.43,0,-1.258,-5.537,0.055,1.02,0,1.02,0.147
1/9/21 17:30,-0.34,78.08,0,3.33,-55.77,0,-1.065,-4.498,0.066,1.754,0,1.754,0.147
1/9/21 18:00,-1.6,83.27,0,,-47.37,0,0.046,0.511,0.046,2.222,0,2.222,0.147
1/9/21 18:30,-1.96,85.93,0,,-43.8,0,-0.126,2.11,0.048,1.277,0,1.277,0.147
1/9/21 19:00,-2.32,87.9,0,0.63,-37.23,0,-0.072,-0.934,0.038,0.461,0,0.461,0.147
1/9/21 19:30,-2.34,87.2,0,1,-33.7,0,-0.977,-0.039,0.047,0.505,0,0.505,0.147
1/9/21 20:00,-2.57,87.77,0,0.08,-36.17,0,-0.077,1.638,0.044,1.527,0,1.527,0.147
1/9/21 20:30,-2.76,88.9,0,1.08,-26.87,0,0.208,0.387,0.045,1.34,0,1.34,0.147
1/9/21 21:00,-2.82,88.87,0,0.32,-23.47,0,-0.041,-0.663,0.017,0.248,0,0.248,0.147
1/9/21 21:30,-2.75,88.33,0,0.03,-23.2,0,0.378,-0.454,0.095,3.711,0,3.711,0.147
1/9/21 22:00,-2.93,89.27,0,0.97,-23.27,0,-0.053,-1.27,0.045,0.942,0,0.942,0.147
1/9/21 22:30,-2.86,89.73,0,2.17,-21.27,0,-0.059,0.595,0.094,0.005,0,0.005,0.147
1/9/21 23:00,-2.82,89.83,0,0.03,-18.1,0,0.02,0.984,0.026,0.181,0,0.181,0.146
1/9/21 23:30,-2.66,90.1,0,0.06,-19.97,0,-0.201,0.214,0.069,0.295,0,0.295,0.146
1/10/21 0:00,-2.82,90.2,0,0.2,-20.8,0,-0.003,-3.681,0.084,0.408,0,0.408,0.146
1/10/21 0:30,-2.89,90.63,0,0.87,-23.5,0,0.366,-1.298,0.052,0.617,0,0.617,0.146
1/10/21 1:00,-2.95,91.4,0,0.56,-26.37,0,-0.06,-1.386,0.063,0.626,0,0.626,0.146
1/10/21 1:30,-3.08,92.43,0,0.43,-36.67,0,0.318,-5.644,0.052,0.58,0,0.58,0.146
1/10/21 2:00,-2.9,91.9,0,0.5,-33.57,0,0.736,-2.734,0.045,0.535,0,0.535,0.146
1/10/21 2:30,-3.15,92.57,0,1.12,-34.07,0,0.448,0.689,0.13,0.489,0,0.489,0.147
1/10/21 3:00,-3.11,90.17,0,0.55,-23.7,0,0.418,0.323,0.098,0.426,0,0.426,0.147
1/10/21 3:30,-3.19,90.4,0,0.08,-28.27,0,0.423,-3.079,0.022,0.364,0,0.364,0.146
1/10/21 4:00,-3.49,91.67,0,0.17,-12.13,0,-1.185,-5.059,0.089,0.301,0,0.301,0.146
1/10/21 4:30,-3.34,91.53,0,0.59,-19.07,0,0.174,-1.041,0.045,1.225,0,1.225,0.146
1/10/21 5:00,-3.31,92.87,0,0.47,-33.53,0,-1.269,-6.177,0.092,1,0,1,0.146
1/10/21 5:30,-3.31,92.47,0,1.19,-33.77,0,-0.88,1.757,0.133,0.776,0,0.776,0.146
1/10/21 6:00,-3.22,91.47,0,1.43,-0.4,0,0.051,-1.765,0.038,0.551,0,0.551,0.146
1/10/21 6:30,-2.94,88.97,0,0.41,-7.6,0,-0.188,-0.383,0.058,0.326,0,0.326,0.146
1/10/21 7:00,-2.58,88,0,1.11,-4.67,0,-0.81,0.701,0.049,0.929,0,0.929,0.145
1/10/21 7:30,-2.62,88.8,0,2.04,-38.43,6.31,-1.489,-1.367,0.085,-0.385,-1.074,0.689,0.146
1/10/21 8:00,-2.59,88.47,0,,-7.96,47.26,-2.33,2.098,0.087,-0.884,-1.333,0.449,0.146
1/10/21 8:30,-2.1,86.27,0,1.04,27.52,110.33,-1.685,-3.12,0.064,-0.685,-1.188,0.503,0.145
1/10/21 9:00,-1.33,85.6,0,0,47.44,175.1,1.486,2.954,0.07,-0.487,-1.043,0.556,0.144
1/10/21 9:30,0.6,75.9,0,0.87,97.22,396.63,-35.538,22.2,0.144,0.548,-0.209,0.756,0.143
1/10/21 10:00,3.23,59.09,0,1.73,159.83,578.5,-57.492,47.364,0.22,0.395,-0.52,0.915,0.142
1/10/21 10:30,3.01,58.93,0,2.27,204.36,677.17,-1.974,90.099,0.219,0.242,-0.831,1.073,0.142
1/10/21 11:00,3.79,55.93,0,2.27,227.92,737.2,-3.006,97.831,0.184,-0.545,-1.737,1.192,0.142
1/10/21 11:30,4.45,55.12,0,3.21,240.67,774.63,-34.701,99.518,0.294,-0.705,-2.006,1.301,0.142
1/10/21 12:00,5.49,51.94,0,2.61,254.7,803.67,-45.972,108.297,0.248,0.276,-1.209,1.485,0.141
1/10/21 12:30,6.09,51.22,0,2.11,255.29,805,4.164,122.03,0.27,-1.805,-3.405,1.6,0.141
1/10/21 13:00,6.96,51.01,0,1.83,228.36,739.67,-16.431,64.581,0.199,-1.617,-3.392,1.775,0.141
1/10/21 13:30,7.47,51.39,0,2.78,222.39,720.23,-13.407,87.293,0.292,1.301,-0.584,1.884,0.141
1/10/21 14:00,7.65,52,0,3.22,173.8,612.2,27.869,60.618,0.323,1.196,-0.728,1.924,0.141
1/10/21 14:30,7.73,52.03,0,3.76,124.24,498.77,-3.843,41.64,0.205,0.884,-1.059,1.943,0.141
1/10/21 15:00,7.84,51.8,0,1.92,60.42,352.9,-2.488,21.714,0.183,-0.321,-2.288,1.967,0.142
1/10/21 15:30,8.01,51.47,0,1.52,16.09,242.6,-1.779,7.314,0.112,-0.209,-2.213,2.004,0.142
1/10/21 16:00,7.45,53.19,0,0.67,-43,94.61,-0.348,-5.147,0.071,0.96,-0.919,1.879,0.143
1/10/21 16:30,5.33,61.83,0,0.72,-63.53,27.85,-6.968,-5.86,0.073,1.329,0,1.329,0.144
1/10/21 17:00,2.81,72.03,0,2.36,-63.53,0,-0.009,6.772,0.045,1.511,0,1.511,0.145
